PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
29552185,Tumor necrosis factor,TRAP-1,"Tumor necrosis factor receptor-associated protein-1 (TRAP-1), a mitochondrial chaperone, contributes significantly to the progression of cancer.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29556210,Tumor necrosis factor,TNF receptor superfamily member,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL), which is TNF receptor superfamily member, contributes to several diseases pathogenesis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29556210,Tumor necrosis factor,apoptosis-inducing ligand,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL), which is TNF receptor superfamily member, contributes to several diseases pathogenesis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29556305,Tumor necrosis factor,DR5,Tumor necrosis factor-related apoptosis inducing ligand (TRAIL) is a member of tumor necrosis factor (TNF) superfamily and functions to promote apoptosis by binding to cell surface death receptor (DR)4 and DR5.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29557068,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is a potent inflammatory cytokine that appears to play a key role in cancer growth and metastasis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29563896,Interferon gamma,signal proinflammatory cytokine,"Interferon gamma (IFN-γ), a signal proinflammatory cytokine secreted by immune cell, and plays a critical role in the pathogenesis and progression of many diseases.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29564989,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine that plays a crucial role not only in the immune system but also in numerous biological processes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29572350,Granulocyte colony-stimulating factor,receptor CSF3R,"Granulocyte colony-stimulating factor (G-CSF or CSF3) and its receptor CSF3R regulate granulopoiesis, neutrophil function, and hematopoietic stem cell mobilization.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29575262,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor α (TNFα) is a proinflammatory cytokine, and elevated levels of TNFα in serum are associated with various autoimmune diseases, including rheumatoid arthritis (RA), ankylosing spondylitis (AS), Crohn's disease (CD), psoriasis, and systemic lupus erythaematosus.",Association,Association,Association,Association,ENCODER_ENSEMBLE
29577454,Tumor necrosis factor,TRAF6,"Tumor necrosis factor (TNF) receptor-associated factor 6 (TRAF6) has been proved to play an important role in tumorigenesis, invasion, and metastasis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29587772,Interleukin-33,IL-1 family,"Interleukin-33 (IL-33) is a cytokine belonging to the IL-1 family, and its possible involvement in the pathophysiology of COPD and viral-induced exacerbations has been demonstrated.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29587772,Interleukin-33,cytokine,"Interleukin-33 (IL-33) is a cytokine belonging to the IL-1 family, and its possible involvement in the pathophysiology of COPD and viral-induced exacerbations has been demonstrated.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29599773,Tumor necrosis factor,IFN,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), an intracellular signal transducer, is identified as an important component of Toll-like receptors and RIG-I-like receptors induced type I interferon (IFN) signaling pathways.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29599773,Tumor necrosis factor,RIG-I-like receptors,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), an intracellular signal transducer, is identified as an important component of Toll-like receptors and RIG-I-like receptors induced type I interferon (IFN) signaling pathways.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29599773,Tumor necrosis factor,TRAF3,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), an intracellular signal transducer, is identified as an important component of Toll-like receptors and RIG-I-like receptors induced type I interferon (IFN) signaling pathways.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29599773,Tumor necrosis factor,Toll-like receptors,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), an intracellular signal transducer, is identified as an important component of Toll-like receptors and RIG-I-like receptors induced type I interferon (IFN) signaling pathways.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29599773,Tumor necrosis factor,type I interferon,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), an intracellular signal transducer, is identified as an important component of Toll-like receptors and RIG-I-like receptors induced type I interferon (IFN) signaling pathways.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29601578,Interleukin-18,IL-1 family,Interleukin-18 (IL-18) is a pleiotropic cytokine of the IL-1 family with multiple context dependent functions.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29601578,Interleukin-18,pleiotropic cytokine,Interleukin-18 (IL-18) is a pleiotropic cytokine of the IL-1 family with multiple context dependent functions.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29614819,Tumor necrosis factor,cell adhesion molecules,"Tumor necrosis factor alpha (TNFα) is a pro-inflammatory cytokine that triggers the expression of inflammatory molecules, including other cytokines and cell adhesion molecules.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29614819,Tumor necrosis factor,cytokines,"Tumor necrosis factor alpha (TNFα) is a pro-inflammatory cytokine that triggers the expression of inflammatory molecules, including other cytokines and cell adhesion molecules.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29614819,Tumor necrosis factor,inflammatory molecules,"Tumor necrosis factor alpha (TNFα) is a pro-inflammatory cytokine that triggers the expression of inflammatory molecules, including other cytokines and cell adhesion molecules.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29614819,Tumor necrosis factor,pro-inflammatory cytokine,"Tumor necrosis factor alpha (TNFα) is a pro-inflammatory cytokine that triggers the expression of inflammatory molecules, including other cytokines and cell adhesion molecules.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29617535,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor α (TNF-α) is a proinflammatory cytokine with manifold consequences for mammalian pathophysiology, including cardiovascular disease.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29620232,Tumor necrosis factor,protein 8,Tumor necrosis factor α‑induced protein 8 (TIPE) is highly expressed in many types of malignancies.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29623079,Tumor necrosis factor,pleiotropic cytokine,Tumor necrosis factor (TNF) is a pleiotropic cytokine that has both pro-inflammatory and anti-inflammatory functions.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29642005,Tumor necrosis factor,inflammatory cytokine,Tumor necrosis factor (TNF) is an inflammatory cytokine that can signal cell survival or cell death.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29651950,Tumor necrosis factor,TRAF,"Tumor necrosis factor receptor-associated factor (TRAF) is an important binding protein of tumor necrosis factor (TNF) superfamily and the toll/IL-1 receptor (TIR) superfamily, which play an important role in innate immunity and acquired immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29651950,Tumor necrosis factor,binding protein,"Tumor necrosis factor receptor-associated factor (TRAF) is an important binding protein of tumor necrosis factor (TNF) superfamily and the toll/IL-1 receptor (TIR) superfamily, which play an important role in innate immunity and acquired immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29651950,Tumor necrosis factor,toll/IL-1 receptor (TIR) superfamily,"Tumor necrosis factor receptor-associated factor (TRAF) is an important binding protein of tumor necrosis factor (TNF) superfamily and the toll/IL-1 receptor (TIR) superfamily, which play an important role in innate immunity and acquired immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29651950,Tumor necrosis factor,tumor necrosis factor (TNF) superfamily,"Tumor necrosis factor receptor-associated factor (TRAF) is an important binding protein of tumor necrosis factor (TNF) superfamily and the toll/IL-1 receptor (TIR) superfamily, which play an important role in innate immunity and acquired immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29657680,Interleukin-18,proatherogenic cytokine,"Interleukin-18 (IL-18) is a proinflammatory and proatherogenic cytokine, and its genetic variations may contribute to the development of coronary artery disease (CAD).",Association,Association,Association,Association,ENCODER_ENSEMBLE
29664235,Hepatocyte growth factor,EGFR,Hepatocyte growth factor (HGF) overexpression is an important mechanism in acquired epidermal growth factor receptor (EGFR) kinase inhibitor gefitinib resistance in lung cancers with EGFR activating mutations.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29664235,Hepatocyte growth factor,epidermal growth factor receptor,Hepatocyte growth factor (HGF) overexpression is an important mechanism in acquired epidermal growth factor receptor (EGFR) kinase inhibitor gefitinib resistance in lung cancers with EGFR activating mutations.,Association,Association,Association,Association,ENCODER_ENSEMBLE
29666307,Interleukin-2,JAKs,Interleukin-2 (IL-2) and Janus kinases (JAKs) regulate transcriptional programs and protein synthesis to promote the differentiation of effector CD8,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29666307,Interleukin-2,Janus kinases,Interleukin-2 (IL-2) and Janus kinases (JAKs) regulate transcriptional programs and protein synthesis to promote the differentiation of effector CD8,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29668931,Tumor necrosis factor,IL-6-receptor,"Tumor necrosis factor receptor-associated factor 2 (TRAF2) and TRAF5 constitutively bind to glycoprotein 130 kDa (gp130) and inhibit IL-6-driven activation of signal transducer and activator of transcription 3 (STAT3) in CD4+ T cells, which limits the differentiation of pro-inflammatory IL-17-producing helper T cells that require IL-6-receptor (IL-6R) signals for their development.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29668931,Tumor necrosis factor,IL-6R,"Tumor necrosis factor receptor-associated factor 2 (TRAF2) and TRAF5 constitutively bind to glycoprotein 130 kDa (gp130) and inhibit IL-6-driven activation of signal transducer and activator of transcription 3 (STAT3) in CD4+ T cells, which limits the differentiation of pro-inflammatory IL-17-producing helper T cells that require IL-6-receptor (IL-6R) signals for their development.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29668931,Tumor necrosis factor,STAT3,"Tumor necrosis factor receptor-associated factor 2 (TRAF2) and TRAF5 constitutively bind to glycoprotein 130 kDa (gp130) and inhibit IL-6-driven activation of signal transducer and activator of transcription 3 (STAT3) in CD4+ T cells, which limits the differentiation of pro-inflammatory IL-17-producing helper T cells that require IL-6-receptor (IL-6R) signals for their development.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29668931,Tumor necrosis factor,glycoprotein 130 kDa (,"Tumor necrosis factor receptor-associated factor 2 (TRAF2) and TRAF5 constitutively bind to glycoprotein 130 kDa (gp130) and inhibit IL-6-driven activation of signal transducer and activator of transcription 3 (STAT3) in CD4+ T cells, which limits the differentiation of pro-inflammatory IL-17-producing helper T cells that require IL-6-receptor (IL-6R) signals for their development.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
29668931,Tumor necrosis factor,gp130,"Tumor necrosis factor receptor-associated factor 2 (TRAF2) and TRAF5 constitutively bind to glycoprotein 130 kDa (gp130) and inhibit IL-6-driven activation of signal transducer and activator of transcription 3 (STAT3) in CD4+ T cells, which limits the differentiation of pro-inflammatory IL-17-producing helper T cells that require IL-6-receptor (IL-6R) signals for their development.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
